campus,chapter,council,candidate_legal_name,candidate_ein,candidate_city,candidate_state,candidate_entity_type,match_score,match_confidence,name_evidence,location_evidence,group_exemption_evidence,designation_evidence,recommended_action,source
Texas A&M University,Kappa Delta,Panhellenic,ZETA ALPHA HOUSE CORPORATION OF KAPPA DELTA SORORITY A VIRGINIA,752182713,LAMESA,TX,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Delta"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Texas A&M University,Kappa Alpha Theta,Panhellenic,EPSILON EPSILON HOUSE CORPORATION OF KAPPA ALPHA THETA FRATERNITY,741858476,WACO,TX,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Alpha Theta"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Texas A&M University,Theta Chi,IFC,ZETA ALPHA ALUMNI CHAPTER OF THETA CHI,823253313,FLOWER MOUND,TX,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Theta Chi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Texas A&M University,Theta Chi,IFC,DELTA PHI CHAPTER OF THETA CHI FRATERNITY ALUMNI HOUSING,900239693,DALLAS,TX,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Theta Chi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Texas A&M University,Delta Tau Delta,IFC,DELTA TAU DELTA BUILDING ASSN,746082351,AUSTIN,TX,PROPERTY_HOLDING_ENTITY,48,MEDIUM_CONFIDENCE,"org name ""Delta Tau Delta"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Texas A&M University,Kappa Alpha Theta,Panhellenic,KAPPA ALPHA THETA DALLAS AULNNAE FOUNDATION,751838785,DALLAS,TX,EDUCATIONAL_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Alpha Theta"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Texas A&M University,Kappa Delta,Panhellenic,SIGMA EPSILON OF KAPPA DELTA FOUNDATION,010799428,AUSTIN,TX,EDUCATIONAL_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Delta"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Texas A&M University,Kappa Delta,Panhellenic,SIGMA EPSILON OF KAPPA DELTA HOUSE CORP,742155975,AUSTIN,TX,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Delta"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Texas A&M University,Pi Beta Phi,Panhellenic,SAN ANTONIO PI BETA PHI ALUMNAE CLUB FOUNDATION,271277550,SAN ANTONIO,TX,EDUCATIONAL_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Pi Beta Phi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Texas A&M University,Beta Theta Pi,IFC,HOUSE CORPORATION OF DELTA MU CHAPTER OF BETA THETA PI FRATERNIT,752658104,ALLEN,TX,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Beta Theta Pi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Texas A&M University,Kappa Alpha Theta,Panhellenic,GAMMA PHI HOUSE CORPORATION OF KAPPA ALPHA THETA FRATERNITY,751283953,LUBBOCK,TX,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Alpha Theta"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Texas A&M University,Pi Beta Phi,Panhellenic,TEXAS ALPHA HOUSE CORPORATION OF PI BETA PHI,746060984,AUSTIN,TX,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Pi Beta Phi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Texas A&M University,Pi Beta Phi,Panhellenic,PI BETA PHI FOUNDATION FOR SCHOLARSHIPS,756025860,DALLAS,TX,EDUCATIONAL_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Pi Beta Phi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Chi Omega,Panhellenic,CHI OMEGA FOUNDATION,310936294,MEMPHIS,TN,EDUCATIONAL_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Chi Omega"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Chi Omega,Panhellenic,HOUSE CORPORATION UPSILON OF CHI OMEGA,621212423,JACKSON,TN,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Chi Omega"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Chi Omega,Panhellenic,PI CHAPTER CHI OMEGA FRATERNITY HOUSE CORP,621386377,KNOXVILLE,TN,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Chi Omega"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Texas A&M University,Pi Beta Phi,Panhellenic,PI BETA PHI TX ZETA HOUSE CORP,742226228,WACO,TX,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Pi Beta Phi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Texas A&M University,Pi Beta Phi,Panhellenic,PI BETA PHI HOUSE CORPORATION OF LUBBOCK TEXAS,752098979,LUBBOCK,TX,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Pi Beta Phi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Texas A&M University,Pi Beta Phi,Panhellenic,HOUSTON PI BETA PHI FOUNDATION,760438662,HOUSTON,TX,EDUCATIONAL_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Pi Beta Phi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Texas A&M University,Omega Delta Phi,MGC,OMEGA DELTA PHI DFW ALUMNI ASSOCIATION CHARITABLE FOUNDATION,474042440,MCKINNEY,TX,EDUCATIONAL_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Omega Delta Phi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Kappa Alpha Order,IFC,ALPHA EPSILON HOUSING CORPORATION OF KAPPA ALPHA ORDER,263108754,MEMPHIS,TN,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Alpha Order"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Sigma Alpha Epsilon,IFC,TENNESSEE ALPHA ALUMNI ASSOCIATION OF SIGMA ALPHA EPSILON,934782328,KNOXVILLE,TN,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Sigma Alpha Epsilon"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Delta Delta Delta,Panhellenic,DELTA SIGMA HOUSE CORPORATION OF DELTA DELTA DELTA,626042374,KNOXVILLE,TN,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Delta Delta Delta"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Texas A&M University,Tau Kappa Epsilon,IFC,TAU KAPPA EPSILON FRATERNITY NU XI ALUMNI INC,994615440,NACOGDOCHES,TX,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Tau Kappa Epsilon"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Kappa Alpha Order,IFC,KAPPA ALPHA FRATERNITY HOUSING CORPORATION OF MEMPHIS,581592900,GERMANTOWN,TN,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Alpha Order"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Chi Omega,Panhellenic,CHATTANOOGA CHI OMEGA ALUMNAE HOUSE CORP,591778634,CHATTANOOGA,TN,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Chi Omega"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Chi Omega,Panhellenic,CHI OMEGA HOUSE CORPORATION,621243814,FRANKLIN,TN,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Chi Omega"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Chi Omega,Panhellenic,CHI OMEGA HOUSE CORPORATION,621729276,MURFREESBORO,TN,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Chi Omega"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Kappa Sigma,IFC,KAPPA SIGMA FRATERNITY,626111214,KNOXVILLE,TN,PROPERTY_HOLDING_ENTITY,48,MEDIUM_CONFIDENCE,"org name ""Kappa Sigma"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Alpha Delta Pi,Panhellenic,ALPHA DELTA PI HOUSE CORP ALPHA KAPPA,626045032,KNOXVILLE,TN,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Alpha Delta Pi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Kappa Sigma,IFC,TTU KAPPA SIGMA ALUMNI ASSOCIATION,413791542,COOKEVILLE,TN,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Sigma"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Kappa Alpha Psi,NPHC,HOPKINSVILLE-FORT CAMPBELL KY ALUMNI CHAPTER OF KAPPA ALPHA PSI,237279488,CLARKSVILLE,TN,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Alpha Psi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Kappa Alpha Psi,NPHC,MEMPHIS ALUMNI CHAPTER-KAPPA ALPHA PSI FRATERNITY,237279510,CORDOVA,TN,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Alpha Psi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Kappa Alpha Psi,NPHC,KAPPA ALPHA PSI FRATERNITY INC HENDERSONVILLE ALUMNI CHAPTER,521976865,HENDERSONVLLE,TN,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Alpha Psi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Kappa Alpha Psi,NPHC,THETA BETA ALUMNI ASSOCIATION OF KAPPA ALPHA PSI FRATERNITY INC,883316021,CLARKSVILLE,TN,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Alpha Psi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Pi Kappa Alpha,IFC,EPSILON-SIGMA HOUSE CORPORATION OF THE PI KAPPA ALPHA FRATERNITY,237352958,MARTIN,TN,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Pi Kappa Alpha"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Pi Kappa Alpha,IFC,PI KAPPA ALPHA FOUNDATION,626039877,MEMPHIS,TN,EDUCATIONAL_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Pi Kappa Alpha"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Sigma Chi,IFC,CHATTANOOGA ALUMNI CHAPTER OF THE SIGMA CHI FRATERNITY,831580928,GEORGETOWN,TN,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Sigma Chi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Sigma Chi,IFC,APPALACHIAN HIGHLANDS SIGMA CHI ALUMNI,992679396,GREENEVILLE,TN,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Sigma Chi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Kappa Kappa Gamma,Panhellenic,EPSILON LAMBDA HOUSE CORPORATION OF KAPPA KAPPA GAMMA FRATERNITY,581336642,ALCOA,TN,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Kappa Gamma"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Sigma Chi,IFC,BETA SIGMA OF SIGMA CHI HOUSE CORPORATION,621414737,KNOXVILLE,TN,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Sigma Chi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Sigma Chi,IFC,SIGMA CHI CLARKSVILLE ALUMNI SCHOLARSHIP FOUNDATION INC,933925158,CLARKSVILLE,TN,SCHOLARSHIP_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Sigma Chi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Pi Beta Phi,Panhellenic,TENNESSEE GAMMA CHAPTER OF PI BETA PHI HOUSE CORPORATION,455540840,KINGSPORT,TN,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Pi Beta Phi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Kappa Delta,Panhellenic,ZETA OMEGA HOUSE CORPORATION OF KAPPA DELTA SORORITY INC,270145918,BARTLETT,TN,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Delta"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Pi Beta Phi,Panhellenic,PI BETA PHI HOUSE ASSOCIATION INC,626050069,HERMITAGE,TN,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Pi Beta Phi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Kappa Delta,Panhellenic,ALPHA EPSILON HOUSE CORPORATION OF KAPPA DELTA SORORITY,263814386,KNOXVILLE,TN,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Delta"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Kappa Delta,Panhellenic,KAPPA DELTA FOUNDATION INC,840880886,MEMPHIS,TN,EDUCATIONAL_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Delta"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Pi Beta Phi,Panhellenic,PI BETA PHI NASHVILLE HOUSE CORPORATION,626105953,FRANKLIN,TN,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Pi Beta Phi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Alpha Omicron Pi,Panhellenic,ALPHA OMICRON PI - GAINESVILLE ALUMNAE CHAPTER,413899890,BRENTWOOD,TN,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Alpha Omicron Pi"" present as a phrase",same state only,in group 0190 (unverified),,REVIEW,IRS_EO_BMF
Vanderbilt University,Alpha Omicron Pi,Panhellenic,ALPHA OMICRON PI - STILLWATER AREA ALUMNAE CHAPTER,413929092,BRENTWOOD,TN,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Alpha Omicron Pi"" present as a phrase",same state only,in group 0190 (unverified),,REVIEW,IRS_EO_BMF
Vanderbilt University,Alpha Omicron Pi,Panhellenic,ALPHA OMICRON PI FOUNDATION,581343315,BRENTWOOD,TN,EDUCATIONAL_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Alpha Omicron Pi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Vanderbilt University,Alpha Omicron Pi,Panhellenic,ALPHA OMICRON PI - CLARKSVILLE-HOPKINSVILLE ALUMNAE C,994585033,BRENTWOOD,TN,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Alpha Omicron Pi"" present as a phrase",same state only,in group 0190 (unverified),,REVIEW,IRS_EO_BMF
