ein,legal_name,entity_type,entity_type_confidence,city,state,zip,irs_subsection,ntee_code,affiliation_code,group_exemption_number,asset_amt,income_amt,source
237109085,ALPHA PHI ZETA HOUSE CORPORATION OF LAMBDA CHI ALPHA FRATERNITY,HOUSE_CORPORATION,HIGH,TUSCALOOSA,AL,35403-1880,07,,3,,3423829,416080,IRS_EO_BMF
990873202,ZETA PSI,UNKNOWN,LOW,TUSCALOOSA,AL,35401-3253,07,,9,0276,,,IRS_EO_BMF
631004292,GAMMA PHI BETA SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,TUSCALOOSA,AL,35401-0328,07,,9,0198,14161407,3300285,IRS_EO_BMF
630818055,ALABAMA BETA OF PI BETA PHI HOUSE ASSOCIATION INCORPORATED,HOUSE_CORPORATION,HIGH,TUSCALOOSA,AL,35403-1880,07,,3,,15754090,3963413,IRS_EO_BMF
630980702,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,MEDIUM,TUSCALOOSA,AL,35403-3117,07,,3,,19632269,4100529,IRS_EO_BMF
630733120,ZETA BETA TAU FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,TUSCALOOSA,AL,35403-1880,07,,9,0158,4883875,953676,IRS_EO_BMF
630056965,DELTA KAPPA EPSILON COUNCIL,UNKNOWN,LOW,TUSCALOOSA,AL,35403-1880,07,,9,0599,1023531,1627214,IRS_EO_BMF
451298367,UNIVERSITY OF ALABAMA CHAPTER OF THETA CHI HOUSING CORPORATION,HOUSE_CORPORATION,HIGH,TUSCALOOSA,AL,35401-0328,07,N50,3,,6735482,1346595,IRS_EO_BMF
237114590,EPSILON CHI ZETA HOUSE CORPORATION OF LAMBDA CHI ALPHA FRATERNITY,HOUSE_CORPORATION,HIGH,TUSCALOOSA,AL,35403-3117,02,,3,,2437463,433376,IRS_EO_BMF
630120537,LAMBDA CHI ALPHA FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,TUSCALOOSA,AL,35403-1880,07,,9,0293,839567,1465901,IRS_EO_BMF
621370853,GAMMA PHI BETA SORORITY,LOCAL_CHAPTER_ENTITY,MEDIUM,TUSCALOOSA,AL,35401-0328,07,,9,0198,487227,621981,IRS_EO_BMF
636050312,DELTA ZETA SORORITY,LOCAL_CHAPTER_ENTITY,MEDIUM,TUSCALOOSA,AL,35405-6564,07,,9,0310,,,IRS_EO_BMF
630115520,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,MEDIUM,TUSCALOOSA,AL,35403-3117,07,,9,0805,574118,909489,IRS_EO_BMF
630188870,SIGMA ALPHA EPSILON FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,TUSCALOOSA,AL,35403-3117,07,,9,0228,31067,479982,IRS_EO_BMF
630233975,ZETA BETA TAU FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,TUSCALOOSA,AL,35403-1880,07,,9,0158,113363,1290779,IRS_EO_BMF
631030493,PSI OF DELTA KAPPA EPSILON HOUSE CORPORATION OF UNIVERSITY ALABAMA,HOUSE_CORPORATION,HIGH,TUSCALOOSA,AL,35403-1880,07,N50,3,,10972572,1271248,IRS_EO_BMF
566062593,DELTA KAPPA EPSILON COUNCIL,UNKNOWN,LOW,TUSCALOOSA,AL,35403-1880,07,,9,0599,428745,597032,IRS_EO_BMF
593078421,KAPPA ALPHA HOUSING ASSOCIATION OF FLORIDA INC,UNKNOWN,LOW,TUSCALOOSA,AL,35403-3117,07,,3,,645161,468591,IRS_EO_BMF
741132044,KAPPA SIGMA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,TUSCALOOSA,AL,35403-1880,07,Y41,3,,2125952,1746158,IRS_EO_BMF
380293670,ALPHA DELTA PHI PENINSULAR CHAPTER,PROPERTY_HOLDING_ENTITY,HIGH,TUSCALOOSA,AL,35403-1880,02,,3,,2719,134587,IRS_EO_BMF
630040605,TAU CHAPTER OF CHI PHI,LOCAL_CHAPTER_ENTITY,LOW,TUSCALOOSA,AL,35403-1880,07,N50,3,,826602,1407419,IRS_EO_BMF
580596934,PI KAPPA PHI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,TUSCALOOSA,AL,35403-1880,07,,9,0424,155280,659091,IRS_EO_BMF
630164600,PI KAPPA PHI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,TUSCALOOSA,AL,35403-1880,07,,9,0424,919826,1996784,IRS_EO_BMF
640466827,PHI KAPPA TAU HOUSE CORP AT OLE MISS,HOUSE_CORPORATION,HIGH,TUSCALOOSA,AL,35403-3117,07,B83,3,,45945,56000,IRS_EO_BMF
636049922,HOUSE BOARD OF GAMMA PI OF KAPPA KAPPA GAMMA,UNKNOWN,LOW,TUSCALOOSA,AL,35403-3117,07,,3,,18182787,3574242,IRS_EO_BMF
630514585,KAPPA ALPHA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,TUSCALOOSA,AL,35486-0060,07,,9,0154,,,IRS_EO_BMF
430349090,THE ALPHA KAPPA CHAPTER OF THE KAPPA ALPHA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,TUSCALOOSA,AL,35403-1880,07,B83,3,,1221216,600344,IRS_EO_BMF
630289642,KAPPA ALPHA ORDER,UNKNOWN,LOW,TUSCALOOSA,AL,35403-1880,07,,9,0066,1164338,2076853,IRS_EO_BMF
630020370,KAPPA SIGMA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,TUSCALOOSA,AL,35403-1880,07,,9,0262,307048,1987154,IRS_EO_BMF
386068594,ALPHA DELTA PHI INTERNATIONAL INC,UNKNOWN,LOW,TUSCALOOSA,AL,35403-1880,07,B83,3,,2718880,236396,IRS_EO_BMF
630057000,DELTA TAU DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,TUSCALOOSA,AL,35401-0000,07,,9,0124,120102,1070436,IRS_EO_BMF
581648136,IOTA ALUMNI OF PI KAPPA PHI INC,ALUMNI_CORPORATION,HIGH,TUSCALOOSA,AL,35403-1880,07,,3,,651598,130001,IRS_EO_BMF
351780304,PI KAPPA PHI INC,UNKNOWN,LOW,TUSCALOOSA,AL,35403-1880,07,,3,,1972084,1026259,IRS_EO_BMF
630007530,ALPHA TAU OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,TUSCALOOSA,AL,35403-1880,07,,9,0287,9035826,2017882,IRS_EO_BMF
630289542,KAPPA KAPPA GAMMA FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,TUSCALOOSA,AL,35401-0000,07,,9,0894,,,IRS_EO_BMF
474051390,DELTA SIGMA CHAPTER OF ALPHA DELTA PI HOUSE CORPORATION,HOUSE_CORPORATION,HIGH,TUSCALOOSA,AL,35403-3117,07,B83,3,,10040070,2225044,IRS_EO_BMF
581793975,ZETA IOTA CHAPTER OF ALPHA DELTA PI HOUSE CORPORATION,HOUSE_CORPORATION,HIGH,TUSCALOOSA,AL,35403-1880,07,,3,,737895,118319,IRS_EO_BMF
590641930,GAMMA IOTA CHAPTER OF ALPHA DELTA PI HOUSE CORPORATION,HOUSE_CORPORATION,HIGH,TUSCALOOSA,AL,35403-3117,07,B83,3,,12526661,1885660,IRS_EO_BMF
630457980,BETA THETA PI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,TUSCALOOSA,AL,35403-3117,07,,9,0315,367796,1828934,IRS_EO_BMF
630056950,DELTA CHI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,TUSCALOOSA,AL,35403-1880,07,,9,0401,297161,1816774,IRS_EO_BMF
630164090,PHI KAPPA SIGMA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,TUSCALOOSA,AL,35401-1906,07,,9,0271,1090,102250,IRS_EO_BMF
546038429,PSI CHAPTER OF SIGMA CHI HOUSE CORP,HOUSE_CORPORATION,HIGH,TUSCALOOSA,AL,35403-1880,07,N50,3,,2043762,259423,IRS_EO_BMF
631078579,SIGMA DELTA TAU HOUSE CORPORATION,HOUSE_CORPORATION,HIGH,TUSCALOOSA,AL,35487-0001,07,,3,,,,IRS_EO_BMF
630188910,SIGMA DELTA TAU SOCIETY,UNKNOWN,LOW,TUSCALOOSA,AL,35487-0002,07,,9,1026,92576,141604,IRS_EO_BMF
716061509,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,FAYETTEVILLE,AR,72701-3132,07,,9,0273,308841,603816,IRS_EO_BMF
812173665,BETA RHO CHAPTER OF ALPHA OMEGA EPSILON,LOCAL_CHAPTER_ENTITY,LOW,TUSCALOOSA,AL,35487-0001,07,B83,3,,29326,90014,IRS_EO_BMF
630164580,PI KAPPA ALPHA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,TUSCALOOSA,AL,35403-1880,07,,9,0355,359414,2124936,IRS_EO_BMF
631006177,GAMMA ALPHA OF PI KAPPA ALPHA HOUSE CORPORATIONS,UNKNOWN,LOW,TUSCALOOSA,AL,35403-1880,07,,3,,4473471,426733,IRS_EO_BMF
630289650,SIGMA CHI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,TUSCALOOSA,AL,35487-0002,07,,9,0008,133976,202078,IRS_EO_BMF
462071035,ALABAMA BETA CHAPTER OF THE SIGMA PHI EPSILON FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,TUSCALOOSA,AL,35401-1224,07,B83,3,,24528,906294,IRS_EO_BMF
812277045,SIGMA PHI EPSILON FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,TUSCALOOSA,AL,35403-1880,07,,9,0309,103633,1347123,IRS_EO_BMF
710245516,SIGMA CHI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,FAYETTEVILLE,AR,72701-5207,07,,9,0008,492637,1233081,IRS_EO_BMF
800702338,SIGMA CHI FRATERNITY MOTHERS CLUB U OF ARK,LOCAL_CHAPTER_ENTITY,MEDIUM,FAYETTEVILLE,AR,72701-4144,07,N50,3,,,,IRS_EO_BMF
710230717,PHI DELTA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,FAYETTEVILLE,AR,72701-4046,07,,9,0164,255994,694938,IRS_EO_BMF
272795242,DELTA CHI-UNIVERSITY OF ALABAMA CHAPTER HOUSE CORPORATION,HOUSE_CORPORATION,HIGH,TUSCALOOSA,AL,35403-1880,07,N50,3,,4166986,731442,IRS_EO_BMF
590626226,SIGMA CHI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,TUSCALOOSA,AL,35403-1880,07,,9,0008,2220357,1198595,IRS_EO_BMF
630188940,SIGMA NU FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,TUSCALOOSA,AL,35403-1880,07,,9,0238,1034009,1852559,IRS_EO_BMF
862447294,TAU KAPPA EPSILON FRATERNITY OMICRON-XI CHAPTER INC,LOCAL_CHAPTER_ENTITY,MEDIUM,TUSCALOOSA,AL,35401-8420,07,N50,3,,150028,480022,IRS_EO_BMF
710237930,KAPPA SIGMA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,FAYETTEVILLE,AR,72703-0026,07,,9,0262,28948,459381,IRS_EO_BMF
710245458,LAMBDA CHI ALPHA CORPORATION OF FAYETTEVILLE ARKANSAS,UNKNOWN,LOW,FAYETTEVILLE,AR,72703-5165,07,,9,0293,,,IRS_EO_BMF
716057345,DELTA DELTA DELTA FRATERNITY DELTA IOTA HOUSE CORP,HOUSE_CORPORATION,HIGH,FAYETTEVILLE,AR,72703-0032,07,,3,,12810838,1120002,IRS_EO_BMF
710673722,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,MEDIUM,FAYETTEVILLE,AR,72701-4136,07,,9,0805,288115,609294,IRS_EO_BMF
883920108,UNIVERSITY OF ARKANSAS ALPHA DELTA PI PARENT CLUB,UNKNOWN,LOW,FAYETTEVILLE,AR,72703-3839,03,P11,3,,,,IRS_EO_BMF
710296927,ALPHA DELTA PI SORORITY,LOCAL_CHAPTER_ENTITY,MEDIUM,FAYETTEVILLE,AR,72703-0010,07,,3,,12323309,2180704,IRS_EO_BMF
800945440,SIGMA GAMMA RHO SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,FAYETTEVILLE,AR,72702-4711,07,,9,1540,,,IRS_EO_BMF
472160158,KAPPA ALPHA ORDER,UNKNOWN,LOW,FAYETTEVILLE,AR,72701-4101,07,,9,0066,284009,708905,IRS_EO_BMF
710243898,SIGMA ALPHA EPSILON FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,FAYETTEVILLE,AR,72701-5207,07,,9,0228,852129,1065744,IRS_EO_BMF
237114376,ARKANSAS PI BETA PHI HOUSE ASSOC,UNKNOWN,LOW,FAYETTEVILLE,AR,72702-0445,07,,3,,9867088,1993973,IRS_EO_BMF
521329492,DELTA SIGMA THETA SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN,AL,36831-3132,07,,9,1188,,,IRS_EO_BMF
636066478,GAMMA PHI BETA SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN,AL,36830-0000,07,,9,0198,192734,704460,IRS_EO_BMF
237153933,SIGMA NU BUILDING BETA THETA CHAPTER,PROPERTY_HOLDING_ENTITY,HIGH,AUBURN,AL,36830-4400,02,,3,,800714,120036,IRS_EO_BMF
630188930,SIGMA NU FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN,AL,36832-0000,07,,9,0238,168110,1086906,IRS_EO_BMF
630832330,ALPHA BETA OF CHI OMEGA HOUSE CORPORATION,HOUSE_CORPORATION,HIGH,AUBURN,AL,36830-3830,07,N50,3,,,,IRS_EO_BMF
636050289,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN,AL,36830-7632,07,,9,0273,199312,732442,IRS_EO_BMF
630499747,ALPHA DELTA CHAPTER OF SIGMA PI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN,AL,36832-4434,07,B83,3,,49458,757900,IRS_EO_BMF
636050218,ALPHA GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN UNIVERSITY,AL,36849-0001,07,,9,0416,344343,655910,IRS_EO_BMF
636050534,ALPHA GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN,AL,36830-8484,07,,9,0416,,,IRS_EO_BMF
630297941,CHI CHAPTER OF THETA CHI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN,AL,36832-5318,07,B83,3,,85437,1171989,IRS_EO_BMF
636056644,PHI GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN,AL,36830-5463,07,,9,0204,125891,1548528,IRS_EO_BMF
822367768,ALPHA UPSILON CHAPTER OF PHI GAMMA DELTA FRATERNITY HOUSE CORPO,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN,AL,36830-5463,07,P20,3,,5602783,453140,IRS_EO_BMF
636061057,PI KAPPA ALPHA FRATERNITY,PROPERTY_HOLDING_ENTITY,HIGH,AUBURN,AL,36831-3310,02,,3,,1513115,673718,IRS_EO_BMF
202472978,ALPHA TAU OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN,AL,36832-4434,07,,9,0287,17017,1322887,IRS_EO_BMF
630289644,LAMBDA CHI ALPHA FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN,AL,36830-4716,07,,9,0293,675782,1517425,IRS_EO_BMF
237094288,KAPPA ALPHA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN,AL,36849-0001,07,,9,0154,,,IRS_EO_BMF
237226508,TAU KAPPA EPSILON FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN,AL,36831-0729,07,N50,9,4275,535083,1045938,IRS_EO_BMF
630454765,KAPPA ALPHA ORDER,UNKNOWN,LOW,AUBURN,AL,36830-6726,07,,9,0066,72470,1179360,IRS_EO_BMF
463871332,ZETA PSI CHAPTER OF ALPHA SIGMA PHI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN,AL,36832-5316,07,B83,3,,,,IRS_EO_BMF
471944189,ALPHA SIGMA PHI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN,AL,36832-5316,07,B83,9,6237,,,IRS_EO_BMF
581804021,CHI PHI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN,AL,36830-2633,07,,9,0409,965179,63382,IRS_EO_BMF
630838676,CHI PHI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN,AL,36830-2633,07,,9,0409,3128,113737,IRS_EO_BMF
631056750,ALPHA GAMMA RHO FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN,AL,36830-8593,07,,9,0339,,,IRS_EO_BMF
320295070,PHI SIGMA KAPPA,UNKNOWN,LOW,AUBURN,AL,36832-4543,07,,9,0258,,,IRS_EO_BMF
630164590,PI KAPPA PHI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN,AL,36832-5316,07,,9,0424,338889,841585,IRS_EO_BMF
815068193,SIGMA SIGMA SIGMA INC,UNKNOWN,LOW,AUBURN UNIVERSITY,AL,36849-0001,07,,9,0631,,,IRS_EO_BMF
593024291,SIGMA CHI FOUNDATION AT AUBURN UNIVERSITY INC,EDUCATIONAL_FOUNDATION,MEDIUM,BIRMINGHAM,AL,35203-0000,03,B82,3,,409122,42816,IRS_EO_BMF
630289649,SIGMA CHI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN,AL,36832-4589,07,B83,3,,102062,1065074,IRS_EO_BMF
630962722,DELTA CHI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN,AL,36832-5301,07,B83,3,,257229,515811,IRS_EO_BMF
630837474,AUBURN DELTA CHI ALUMNI CONTROL BOARD INC,PROPERTY_HOLDING_ENTITY,HIGH,MOBILE,AL,36652-2434,02,,3,,738793,91891,IRS_EO_BMF
636056606,KAPPA KAPPA GAMMA FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN,AL,36849-0001,07,,9,0894,,,IRS_EO_BMF
911903532,ALABAMA BETA CHAPTER OF THE PHI DELTA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN,AL,36832-5315,07,,3,,128907,903281,IRS_EO_BMF
264795406,PHI THETA CHAPTER HOUSE CORPORATION OF DELTA DELTA DELTA FRATERNITY,HOUSE_CORPORATION,HIGH,AUBURN,AL,36830-8475,07,B83,3,,294218,72873,IRS_EO_BMF
200293448,DELTA TAU DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN,AL,36832-5315,07,,9,0124,8067,346918,IRS_EO_BMF
237091513,ALABAMA GAMMA OF PI BETA PHI HOUSE ASSOCIATION INCORPORATED,HOUSE_CORPORATION,HIGH,OPELIKA,AL,36801-2571,07,,3,,392898,72850,IRS_EO_BMF
630164582,PI KAPPA ALPHA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN,AL,36832-4544,07,,9,0355,8871,878249,IRS_EO_BMF
636053862,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN UNIVERSITY,AL,36849-5403,07,,9,0805,307911,842220,IRS_EO_BMF
630316135,THETA XI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN,AL,36832-4543,07,N50,9,0277,,,IRS_EO_BMF
932716532,ZETA BETA TAU FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32603-2107,07,,9,0158,191181,793918,IRS_EO_BMF
237044651,DELTA ZETA OF DELTA TAU INC,PROPERTY_HOLDING_ENTITY,HIGH,GAINESVILLE,FL,32601-3315,02,,3,,696688,178120,IRS_EO_BMF
364817535,GAMMA PHI BETA SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32601-7829,07,,9,0198,318446,466403,IRS_EO_BMF
590639987,SIGMA ALPHA EPSILON FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32606-4486,07,,9,0228,323789,1153461,IRS_EO_BMF
591755953,SIGMA ALPHA EPSILON FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32606-4486,07,,9,0228,575312,132258,IRS_EO_BMF
590627917,BETA THETA PI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32604-1451,07,,9,0315,40144,358039,IRS_EO_BMF
010956005,ZETA PHI BETA SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,AUBURN,AL,36830-4404,07,,9,1474,,,IRS_EO_BMF
596153391,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32601-7897,07,,9,0273,191244,369873,IRS_EO_BMF
590142633,DELTA SIGMA THETA SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32604-0245,07,,9,1188,,,IRS_EO_BMF
590682455,ALPHA EPSILON PHI SORORITY,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32601-7863,07,B83,9,5846,2852693,1607367,IRS_EO_BMF
593350147,DELTA TAU DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32606-4486,07,,9,0124,61713,831210,IRS_EO_BMF
874250391,PHI KAPPA TAU FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32606-4486,07,,9,0332,96631,646818,IRS_EO_BMF
591936658,KAPPA KAPPA GAMMA FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32601-6328,07,,9,0894,,,IRS_EO_BMF
590638774,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32601-7861,07,,9,0805,254575,438933,IRS_EO_BMF
582412093,CHI PSI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30605-1326,07,,9,0986,,,IRS_EO_BMF
474787667,ALPHA ALPHA DELTA OF CHI PSI LODGE ASSN INC,UNKNOWN,LOW,ATHENS,GA,30606-4334,07,B83,3,,1080727,65472,IRS_EO_BMF
237383782,OMEGA PSI PHI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32614-3143,07,,9,1205,,,IRS_EO_BMF
591515489,THETA CHI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32606-4486,07,,9,0241,2540121,1836762,IRS_EO_BMF
590968099,KAPPA ALPHA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32601-6338,07,,9,0154,,,IRS_EO_BMF
596178342,ZETA PHI BETA SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32627-5806,07,,9,1474,,,IRS_EO_BMF
203675713,CHI PHI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32606-4486,07,,9,0409,105961,497272,IRS_EO_BMF
590324559,EPSILON MU ZETA OF THE LAMBDA CHI ALPHA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32604-4771,07,B83,3,,44662,439359,IRS_EO_BMF
541977380,KAPPA SIGMA FRATERNITY DELTA DELTA CHAPTER,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32604-1117,07,N50,3,,174648,1204393,IRS_EO_BMF
800830267,PI KAPPA PHI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32603-2112,07,,9,0424,,301832,IRS_EO_BMF
590657429,ALPHA EPSILON PI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32603-0000,07,,9,1064,150157,1028062,IRS_EO_BMF
596141908,FLORIDA ALPHA ALUMNI OF SIGMA PHI EPSILON INC,ALUMNI_CORPORATION,HIGH,GAINESVILLE,FL,32603-2000,07,,3,,3556703,489105,IRS_EO_BMF
453670908,PI KAPPA ALPHA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32603-1735,07,,9,0355,300,401744,IRS_EO_BMF
273189738,SIGMA CHI FRATERNITY AT UNIVERSITY OF FLORIDA INC,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32603-2115,07,B83,3,,3754,357870,IRS_EO_BMF
871533047,ALPHA GAMMA RHO FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32606-4486,07,,9,0339,88043,519091,IRS_EO_BMF
334272315,PHI GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32611-1920,07,,9,0204,,,IRS_EO_BMF
590628020,KAPPA ALPHA ORDER,UNKNOWN,LOW,GAINESVILLE,FL,32603-2116,07,,9,0066,47069,600258,IRS_EO_BMF
592826198,SIGMA ALPHA MU FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32601-1110,07,B83,9,0387,,,IRS_EO_BMF
592643047,FLORIDA DELTA OF PI BETA PHI HOUSE CORPORATION,HOUSE_CORPORATION,HIGH,GAINESVILLE,FL,32635-8781,07,B83,3,,2149351,478937,IRS_EO_BMF
824625974,DELTA SIGMA PHI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32606-4486,07,,3,,173211,678340,IRS_EO_BMF
454843177,ALPHA ALPHA DELTA OF CHI PSI ADVISORY BOARD INCORPORATED,UNKNOWN,LOW,ATHENS,GA,30605-1326,07,B84,3,,,,IRS_EO_BMF
436049304,KAPPA ALPHA ORDER,UNKNOWN,LOW,COLUMBIA,MO,65201-5906,07,,9,0066,23628,649791,IRS_EO_BMF
311321639,SIGMA GAMMA RHO SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32614-3224,07,,9,1540,,,IRS_EO_BMF
593261158,SIGMA GAMMA RHO SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,GAINESVILLE,FL,32614-3224,07,,9,1540,,,IRS_EO_BMF
596139328,BETA PI OF KAPPA DELTA HOUSE CORP,HOUSE_CORPORATION,HIGH,GAINESVILLE,FL,32601-7861,02,,3,,2455298,1171523,IRS_EO_BMF
596203032,PHI MU FRATERNITY,PROPERTY_HOLDING_ENTITY,HIGH,GAINESVILLE,FL,32601-7861,02,,3,,5003367,1414826,IRS_EO_BMF
831933919,ALPHA DELTA OF CHI PSI FOUNDATION INC,EDUCATIONAL_FOUNDATION,MEDIUM,ATHENS,GA,30606-4904,03,B82,3,,,,IRS_EO_BMF
581657154,GAMMA PHI BETA SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30605-1047,07,,9,0198,188424,1220384,IRS_EO_BMF
586043354,ALPHA GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30605-1249,07,,9,0416,,,IRS_EO_BMF
581490431,GAMMA PHI BETA SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30605-1047,07,,9,0198,1271062,877606,IRS_EO_BMF
